num_iterations	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	iter
2284	0.0151555991258141	0.358877262673541	177	190	0.938498942532395	44			970.290000000001	-0.000630701744534276		0.069999999999709	infill_ei	0.470000000001164	0.000688639727825759	0.940218394893299	64
1082	0.0186512596215101	0.363935273261565	181	321	0.938495020847925	5			540.549999999999	-0.000731011758912517		0.0100000000002183	infill_ei	0.280000000000655	0.000718612101982187	0.938096296211002	25
1772	0.0254490802510339	0.441743182953833	264	164	0.93847006416048	50			774.169999999998	-0.00021127993723149		0.129999999997381	infill_ei	0.489999999997963	0.00069357750654814	0.940249538069125	70
1747	0.0100918202585176	0.444096621808384	178	300	0.938432929539697	16			737.289999999999	-0.00105168010071124		0.0100000000002183	infill_ei	0.350000000000364	0.0003428608688193	0.939942710531585	36
1098	0.0219815832338694	0.357349773845841	253	301	0.938338987310953	41			715.439999999995	-0.000149649731635949		0.129999999997381	infill_ei	0.450000000004366	0.000878553937925264	0.939149457708418	61
2325	0.019940601715753	0.367099589729544	196	352	0.938219239830456	28			1001.2	-0.000412782490220535		0.0400000000008731	infill_ei	0.419999999998254	0.000375455171070061	0.940053901920763	48
1617	0.0232876207262694	0.303764405285413	254	80	0.938124888858908	66			787.879999999997	-0.000147070104680731		0.110000000000582	infill_ei	0.580000000001746	0.00115108248839387	0.939511250294723	86
1799	0.0101327829586056	0.365605637650053	159	295	0.938025268536207	18			679.860000000001	-0.000386677898550333		0.0300000000006548	infill_ei	0.359999999998763	0.000286382443436483	0.939486655766622	38
2078	0.0141300342834034	0.447306447300846	223	286	0.937964902833376	21			1245.3	-0.000483261452917962		0.0299999999988358	infill_ei	0.369999999998981	0.000480683257786967	0.939563056556336	41
2378	0.0126137560004844	0.401496326663177	197	475	0.937958109402447	25			1336.81	-0.000102204324899953		0.0900000000001455	infill_ei	0.409999999999855	0.000689846278128178	0.939203222394997	45
2348	0.0166895056375129	0.505287478300806	176	340	0.937916793229843	27			865.23	-3.3010941286054e-05		0.0800000000017462	infill_ei	0.409999999999855	0.00108464165486301	0.938062339863564	47
1197	0.034722687899299	0.393619736874507	234	240	0.937860553356387	61			708.39	-0.000132609461057302		0.129999999997381	infill_ei	0.55000000000291	0.0022836819416063	0.937690052249556	81
1475	0.0302002596622041	0.386188455763053	213	279	0.937800237448603	12			419.92	-0.000111460940342215		0.0300000000006548	infill_ei	0.329999999999927	0.000485626049422146	0.938672205633441	32
1687	0.0148225212080365	0.331113713483313	185	381	0.937671534990453	20			846.939999999999	-0.000316801921109784		0.0300000000024738	infill_ei	0.360000000000582	0.000277392861769923	0.939424116439661	40
2619	0.0196368614738593	0.322021434242658	189	291	0.937646200057403	14			422.51	-5.00127491167647e-05		0.0400000000008731	infill_ei	0.430000000000291	0.000310947174147827	0.938695525900344	34
1403	0.0223088824861473	0.224315721403389	253	216	0.937611237850434	45			764.829999999995	-0.000156969154565841		0.190000000002328	infill_ei	0.459999999999127	0.000574409491399964	0.939508660869517	65
1169	0.0247401106917222	0.467879770654162	298	131	0.937610144066872	69			643.480000000003	-0.000245502920240314		0.220000000001164	infill_ei	0.580000000001746	0.000969980065625028	0.94006569540261	89
1157	0.0231912077616962	0.371428928743703	209	72	0.937564233446347	29			707.270000000001	-0.000340897961875151		0.0799999999981083	infill_ei	0.470000000001164	0.00108862408150871	0.939469619033443	49
2931	0.0252861597060529	0.358867483365059	299	329	0.937468012238026	51			954.5	-4.06521337516127e-05		0.0800000000017462	infill_ei	0.5	0.00150900802444744	0.938073091054547	71
1561	0.0328303064107205	0.312785327461164	177	84	0.937434777430975	0			432.95				initdesign				7
1082	0.0205642260597778	0.438165100667376	159	440	0.937419141299107	7			496.35	-0.000249460369371773		0.0299999999988358	infill_ei	0.319999999999709	0.000435955490234884	0.938629645032464	27
2325	0.0126549538853119	0.29420543570641	266	636	0.937110284805083	65			469.5	-0.000536872389411397		0.0900000000037835	infill_ei	0.559999999997672	0.0012888668520867	0.940436764882325	85
1379	0.0165715334302273	0.409187281386046	147	229	0.937062162697599	30			598.790000000001	-2.73689177884249e-05		0.0600000000013097	infill_ei	0.409999999999855	0.000816650854660738	0.938494846737645	50
1106	0.0221851073159873	0.133917863029574	157	300	0.936953830325986	1			436.35	-0.000254124613425935		0.0299999999997453	infill_ei	0.279999999999745	0.000716951504491581	0.937368542722719	21
2997	0.0207170656199149	0.22779856163626	284	333	0.936824386136	55			329.159999999996	-0.000330311545315263		0.0800000000017462	infill_ei	0.529999999998836	0.0019408786683927	0.93923815774029	75
1656	0.0246242782181216	0.48777839690374	203	209	0.936791477003239	70			478.689999999995	-0.000200360117766486		0.110000000000582	infill_ei	0.590000000003784	0.00138216685260541	0.939436314999363	90
686	0.0103335777648839	0.313745950000104	214	469	0.936566813054405	6			369.17	-0.000593574885927846		0.0299999999988358	infill_ei	0.290000000000873	0.000594011636329843	0.93902878197803	26
1329	0.0401805947008085	0.252826834677567	184	24	0.93653199725113	3			337.009999999999	-0.00014204075346975		0.00999999999930878	infill_ei	0.300000000000182	0.000385268945953255	0.937410866984496	23
913	0.0150556595779669	0.110639362681654	57	1177	0.936381088698593	0			171.36				initdesign				14
2313	0.0107808524472844	0.387766336822907	196	25	0.936371648411483	15			574.43	-0.000838026376669226		0.0300000000006548	infill_ei	0.329999999999927	0.000475185164464663	0.939721422825034	35
1296	0.0252672526282465	0.867081941110791	204	937	0.936205280641395	0			178.3				initdesign				17
1124	0.0225923174503277	0.329569787760982	169	712	0.936142574019516	10			186.690000000001	-0.000115359392783792		0.0100000000002183	infill_ei	0.329999999999927	0.000359549124893371	0.938538969023837	30
2704	0.0157673822208383	0.374570371596886	284	413	0.936071686484537	23			411.779999999999	-0.00050619175782891		0.0299999999988358	infill_ei	0.380000000001019	0.000702287048725883	0.939501828410321	43
1523	0.029954805484671	0.107246821497373	173	705	0.935801078702135	4			219.870000000001	-0.000156725498678095		0.0100000000002183	infill_ei	0.319999999999709	0.000486287947101769	0.937355019760807	24
1252	0.0180697117387911	0.61335195128421	194	27	0.935776992716226	9			260.15	-0.000348177498896055		0.00999999999839929	infill_ei	0.320000000001528	0.000532718674588363	0.938830855362433	29
1581	0.0245761454639382	0.432380381155509	280	381	0.934809021200396	54			324.799999999996	-0.00021796358037825		0.139999999999418	infill_ei	0.520000000004075	0.000650055256705574	0.940304581552479	74
2905	0.0190935229708719	0.372981568691257	89	226	0.934689031346881	39			165.779999999999	-0.000512856768812181		0.0800000000017462	infill_ei	0.459999999999127	0.000859627811156716	0.939970086039038	59
1653	0.0428329782263049	0.230883922875825	276	1747	0.934567569460008	0			102.08				initdesign				11
2117	0.0269985040356886	0.422515922302448	73	20	0.934373368955598	2			165.68	-0.000210784861745095		0.0100000000002183	infill_ei	0.309999999999491	0.000680179663245405	0.937303577370296	22
2520	0.0712060024165196	0.254444792667524	100	895	0.934263949227029	0			90.4499999999998				initdesign				1
875	0.0814461868792555	0.648887002881034	194	1603	0.934223441574404	0			69.0799999999999				initdesign				5
2213	0.0541532397012631	0.838441117088253	151	2706	0.934016454274328	0			77.75				initdesign				12
1432	0.0653189844563251	0.777748233221153	70	2335	0.933748317244244	0			73.5900000000002				initdesign				2
1837	0.0880842638375533	0.742140268518165	86	474	0.932635005635755	0			56.7700000000004				initdesign				6
2056	0.0965698415254073	0.174848221160572	109	1458	0.932137083048717	0			41.0299999999998				initdesign				18
2405	0.112836785637436	0.691707410236155	255	1253	0.931622297573148	0			50.8599999999997				initdesign				8
2910	0.170055048005062	0.517625822815153	293	200	0.931535748256322	0			222.51				initdesign				19
1180	0.128103223679231	0.954134294975068	29	2473	0.931163121512537	0			22.9099999999999				initdesign				20
565	0.136263252766281	0.578089043341466	221	2915	0.930936957436619	0			39.1700000000001				initdesign				16
1005	0.115676373846523	0.995702055087552	266	2138	0.93090521273233	0			33.3099999999995				initdesign				10
2804	0.151089645155623	0.403708440353245	139	2020	0.930687470049348	0			38.2799999999997				initdesign				3
1880	0.158185097210808	0.340514970357091	237	1859	0.93049831123798	0			41.5				initdesign				4
2681	0.185018287808356	0.602585497962493	123	453	0.930096106301365	0			136.39				initdesign				9
2303	0.198990782977916	0.474487911624249	46	2571	0.929492700297121	0			34.3100000000004				initdesign				15
626	0.176765481950417	0.425185477248994	165	683	0.928918297068739	0			64.2700000000004				initdesign				13
