num_iterations	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	iter
2753	0.0160442641729689	0.191341584892334	230	230	0.939267091747023	69			1668.66	-0.000101602604010282		0.0900000000110595	infill_ei	0.60999999998603	0.00149976710755991	0.939031627040636	89
2817	0.0175889612578939	0.144870615844258	184	375	0.939250664129378	24			1306.25	-0.000223888741533129		0.0500000000029104	infill_ei	0.360000000000582	0.000542020991037235	0.939402202980828	44
1790	0.010023283834471	0.698468515084693	281	47	0.939245708930987	65			1264.66	-0.0000783192386400378		0.119999999995343	infill_ei	0.570000000006985	0.00167272059014097	0.938538637728166	85
2868	0.0100352222116937	0.450678746450337	171	303	0.938995741636424	27			1377.31	-0.000127378937167349		0.0800000000017462	infill_ei	0.380000000004657	0.000525339490980568	0.939513409773057	47
2667	0.0111824701548114	0.641766514158845	219	320	0.938993084386419	51			1380.53	-0.0000265088587004831		0.149999999994179	infill_ei	0.5	0.000680977226276525	0.93975629174712	71
1843	0.0135211747337501	0.702608445692311	226	301	0.938932202387107	59			1055.00999999999	-0.0000529219780129064		0.110000000000582	infill_ei	0.55000000000291	0.00102273038105686	0.939423783137802	79
2882	0.0154226123146064	0.920111098528376	236	332	0.938873411557634	46			1596.11	-0.000486917853318729		0.100000000005821	infill_ei	0.470000000001164	0.00108812764991934	0.940111500959372	66
2868	0.0169843942491254	0.618613533772202	194	457	0.938828790832073	36			1330.87	-0.000176555054095457		0.0800000000017462	infill_ei	0.419999999998254	0.000565392638004555	0.939903767161269	56
1949	0.0172695956947998	0.379422528454171	195	350	0.938791813800207	23			1009.5	-0.000354793789365285		0.0800000000017462	infill_ei	0.379999999997381	0.000509169620844863	0.939640921422714	43
2465	0.0188840227095344	0.25768059940548	166	311	0.938710090367252	13			1094.33	-0.000793114172314469		0.0100000000020373	infill_ei	0.330000000001746	0.000625528954432881	0.93937903953835	33
2563	0.0182353004600418	0.243940132628188	188	386	0.938697796534369	25			1235.48	-0.000142810184907457		0.0800000000017462	infill_ei	0.389999999999418	0.000327118347311921	0.939410984544424	45
2965	0.017093641461684	0.901363139062194	180	320	0.938659642840034	31			1309.14	-0.000132271695446226		0.0700000000069849	infill_ei	0.399999999994179	0.000813160341949932	0.939199579381899	51
1768	0.0351080559637097	0.209020013085076	159	311	0.938620070807731	9			748.779999999999	-0.00045425457087685		0.0500000000029104	infill_ei	0.299999999995634	0.000678201248013064	0.938547076438283	29
2381	0.0155546635689348	0.815988170326301	220	341	0.938601644419887	53			1258.35000000001	-0.000100030546982219		0.130000000004657	infill_ei	0.619999999995343	0.00144682147327899	0.939105092768243	73
3000	0.0140780206447683	0.566997567064039	226	183	0.938562641399652	40			1875.12999999999	-0.000173337856377339		0.169999999998254	infill_ei	0.440000000002328	0.000378126337977338	0.940052688627087	60
2512	0.0183829558449971	0.254617758417974	110	296	0.938528185843052	16			800.410000000004	-0.000670284193734609		0.0299999999988358	infill_ei	0.419999999998254	0.000863532949560547	0.939237158908718	36
1087	0.0175126726239253	0.16910582458667	181	223	0.93849231721096	56			541.539999999994	-0.0000331661091053893		0.150000000008731	infill_ei	0.539999999993597	0.00118812114322371	0.938883628541024	76
2193	0.0120522647923134	0.558729428562893	247	320	0.938486698329852	64			1532.99000000001	-0.000153351728494812		0.229999999995925	infill_ei	0.610000000000582	0.00142245512016861	0.939466301504993	84
3000	0.0142308113407372	0.274568873841373	181	480	0.938332728139843	39			1389.25999999999	-0.0000845816755355722		0.110000000000582	infill_ei	0.440000000002328	0.000596336825434549	0.939589649001319	59
2625	0.0174692530869848	0.38138248950527	247	51	0.938305355866149	63			1973.84000000001	-0.000370694904731072		0.110000000000582	infill_ei	0.559999999997672	0.000615910805508261	0.940910255744923	83
834	0.0148670505671712	0.692214700962614	215	310	0.938275162163351	55			451.559999999998	-0.000301144520640282		0.110000000000582	infill_ei	0.529999999998836	0.00137910671575376	0.940090168405198	75
1632	0.0284376431001276	0.216091701803439	111	293	0.938235733289032	3			514.439999999995	-0.000383797770370458		0.0100000000020373	infill_ei	0.290000000000873	0.000603490178208333	0.937336386377942	23
2871	0.0162889589067878	0.994298377019689	181	464	0.938104453206737	57			1289.70999999999	-0.0000179831205579641		0.0800000000017462	infill_ei	0.540000000008149	0.00157925311113201	0.937708563292553	77
2655	0.0157496865921374	0.400579043850199	118	310	0.937891976671687	29			940.589999999997	-0.000137188680750615		0.0399999999935972	infill_ei	0.410000000003492	0.000769413067188	0.939270348035502	49
2997	0.0188700833397716	0.690204311685942	252	327	0.937800600298757	54			1807.47	-0.0000623611829011555		0.0999999999912689	infill_ei	0.509999999994761	0.000793387425766288	0.939873566185438	74
2213	0.021960405019456	0.105424250612519	103	367	0.937731607592215	4			620.540000000001	-0.000214350856918184		0.0200000000040745	infill_ei	0.299999999995634	0.00058652545442808	0.93819534639571	24
1503	0.0204446270482752	0.25142159492694	161	460	0.937706754677166	20			632.809999999998	-0.000842973297526753		0.0599999999976717	infill_ei	0.360000000000582	0.00069619081188012	0.940186675468011	40
1677	0.0284905287502512	0.100660490084709	220	287	0.937621808591274	11			905.610000000001	-0.000159075878969747		0.0299999999988358	infill_ei	0.319999999999709	0.000788118168190043	0.938236270638422	31
3000	0.016616659166425	0.742143145040273	180	275	0.93759329393718	45			1328.48	-0.000605435871730874		0.0599999999976717	infill_ei	0.470000000001164	0.000942246159443125	0.9404038787239	65
2580	0.0100693121566424	0.12297515799338	151	325	0.937494194620779	18			1005.94	-0.000475220843341547		0.0499999999956344	infill_ei	0.330000000001746	0.000614519687580539	0.939082732109288	38
1640	0.023645734559376	0.891347683550972	217	364	0.937455499961723	50			842.220000000001	-0.0000191377573282587		0.100000000005821	infill_ei	0.489999999990687	0.00139777679268962	0.938151947898608	70
2396	0.0122809161643104	0.227967753214954	182	36	0.937412151546604	15			1208.36	-0.000938675920257378		0.0500000000029104	infill_ei	0.319999999999709	0.00063095814469121	0.939628305926899	35
2327	0.0291968286156699	0.277230154094809	158	297	0.937391930465495	14			1000.33	-0.000387600435439654		0.0600000000049477	infill_ei	0.339999999996508	0.000264515968729663	0.939088636774348	34
2432	0.0117380904891606	0.703132398617863	195	625	0.937188004319625	58			931.440000000002	-0.000277743669451557		0.0999999999912689	infill_ei	0.580000000001746	0.00123731851394928	0.940174528435967	78
2996	0.0173192658520741	0.457021283758677	81	389	0.937158447603005	32			815.51999999999	-0.0000464429575211719		0.0599999999976717	infill_ei	0.400000000008731	0.00157387146809433	0.937349471194312	52
1163	0.0157943793449322	0.678511758764257	278	292	0.937103732314028	66			758.220000000001	-0.000137059950759931		0.410000000003492	infill_ei	0.589999999996508	0.00112912583957352	0.939794039794309	86
1561	0.0328303064107205	0.312785327461164	177	84	0.937089915292466	0			788.720000000001				initdesign				7
1846	0.018304528959391	0.650107536927332	116	204	0.936941002798331	7			557.290000000001	-0.000245374042959922		0.0300000000061118	infill_ei	0.299999999995634	0.000944280414261927	0.937935219621817	27
3000	0.0233338586325899	0.554814206223911	182	770	0.936879210425454	52			1291.11	-0.000546195328060381		0.0700000000069849	infill_ei	0.509999999994761	0.0010925881779853	0.940896370809904	72
2520	0.0712060024165196	0.254444792667524	100	895	0.936842657504034	0			713.370000000003				initdesign				1
2319	0.0405290214140363	0.180662858651072	177	311	0.936833491424698	30			1063.25999999999	-0.000108549774521535		0.100000000005821	infill_ei	0.399999999994179	0.000506629243416191	0.939478469290259	50
2266	0.0339126329897306	0.702347655966202	159	440	0.936806068103721	10			889.279999999999	-0.000612341409605911		0.0199999999967986	infill_ei	0.309999999997672	0.00106405211946983	0.938954236659937	30
2516	0.0107462827160889	0.122142689330175	155	721	0.936710321590641	17			872.620000000003	-0.000806335718404034		0.0299999999988358	infill_ei	0.360000000000582	0.00079118628678367	0.939440239896904	37
1296	0.0252672526282465	0.867081941110791	204	937	0.936491807947748	0			410.479999999996				initdesign				17
1427	0.0228147321260167	0.132298373022313	128	577	0.936250415804529	6			471.190000000002	-0.000307463704306832		0.0100000000020373	infill_ei	0.299999999995634	0.000520466404528396	0.938411840502372	26
1994	0.0486410679118861	0.429312999583078	94	613	0.936245898111281	1			590.800000000003	-0.000600755122981366		0.0400000000008731	infill_ei	0.279999999998836	0.000795178246349188	0.937552525581325	21
911	0.0442322597129081	0.131690486883764	150	295	0.936076210515133	12			357.389999999999	-0.000124533961461527		0.0500000000029104	infill_ei	0.32999999999447	0.000596842732617111	0.938342245635666	32
2998	0.0313994079859945	0.929141763308389	204	36	0.936053428778823	67			1292.39	-0.0000645989401149693		0.169999999998254	infill_ei	0.580000000001746	0.00177577947282435	0.938198585104758	87
2895	0.0163167572564828	0.10065933015642	248	616	0.936020703317361	70			1231.95	-0.0000101862705907431		0.350000000005821	infill_ei	0.669999999998254	0.00159960504751912	0.937322866031276	90
1697	0.019161387607241	0.490974481340984	162	885	0.936017464473339	21			605.810000000005	-0.000454188962251942		0.0499999999956344	infill_ei	0.360000000000582	0.000729435495483482	0.939670150111683	41
913	0.0150556595779669	0.110639362681654	57	1177	0.935974344068218	0			178.410000000004				initdesign				14
1888	0.0303812800192571	0.153686479690586	107	38	0.935963858325217	8			582.950000000004	-0.000329450244660127		0.0199999999967986	infill_ei	0.309999999997672	0.000581128227312949	0.938410216246978	28
3000	0.0110034933666304	0.409616176481752	234	1318	0.935877024127208	61			708.869999999995	-0.000120910533486309		0.129999999990105	infill_ei	0.559999999997672	0.00131432649039814	0.939445835417628	81
1837	0.0880842638375533	0.742140268518165	86	474	0.935320766465101	0			441.209999999999				initdesign				6
2972	0.0685924892726684	0.473131240310345	157	23	0.934880132952099	2			825.080000000002	-0.000387540887317941		0.0100000000020373	infill_ei	0.279999999998836	0.000821641915825102	0.937203200309835	22
1752	0.02865296213572	0.195326749823942	23	353	0.934820464217136	5			195.080000000002	-0.000235582508985959		0.0299999999988358	infill_ei	0.279999999998836	0.000526095567892626	0.938285274975911	25
1432	0.0653189844563251	0.777748233221153	70	2335	0.934759122567024	0			220.940000000002				initdesign				2
1653	0.0428329782263049	0.230883922875825	276	1747	0.934456180860714	0			363.93				initdesign				11
875	0.0814461868792555	0.648887002881034	194	1603	0.934398506502615	0			175.379999999997				initdesign				5
2213	0.0541532397012631	0.838441117088253	151	2706	0.93389642030675	0			357.760000000002				initdesign				12
2910	0.170055048005062	0.517625822815153	293	200	0.933059806614133	0			648.920000000006				initdesign				19
2056	0.0965698415254073	0.174848221160572	109	1458	0.932916865834726	0			488.610000000001				initdesign				18
2405	0.112836785637436	0.691707410236155	255	1253	0.932611705833842	0			540.07				initdesign				8
2804	0.151089645155623	0.403708440353245	139	2020	0.931525586090284	0			582.879999999997				initdesign				3
1880	0.158185097210808	0.340514970357091	237	1859	0.931321269239786	0			409.730000000003				initdesign				4
1180	0.128103223679231	0.954134294975068	29	2473	0.931267860896906	0			134.189999999995				initdesign				20
1005	0.115676373846523	0.995702055087552	266	2138	0.93100444308283	0			193.540000000001				initdesign				10
2681	0.185018287808356	0.602585497962493	123	453	0.930851041855178	0			553.919999999998				initdesign				9
626	0.176765481950417	0.425185477248994	165	683	0.930658610588461	0			296.809999999998				initdesign				13
565	0.136263252766281	0.578089043341466	221	2915	0.929416888279937	0			116.32				initdesign				16
2303	0.198990782977916	0.474487911624249	46	2571	0.928856939465987	0			499.669999999998				initdesign				15
