num_iterations	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	iter
2995	0.0149355923521037	0.394680536015121	231	221	0.940691082304185	47			1834.65999999999	-0.000506812116255199		0.0700000000069849	infill_ei	0.460000000006403	0.000889727961057987	0.940280702273246	67
2992	0.0165397016047114	0.56339486903092	192	297	0.940009664917023	33			1615.64	-0.000315101689660701		0.0299999999988358	infill_ei	0.430000000007567	0.00117900110135334	0.939353377361777	53
3000	0.0145205690253697	0.491651574033357	234	289	0.939996829612684	37			1869.86	-0.000086779359427483		0.0899999999965075	infill_ei	0.420000000012806	0.00073002655151353	0.939421020967179	57
3000	0.0147770475699175	0.356519194582929	183	201	0.939930300757378	38			1504.24000000001	-0.000311391492607737		0.130000000004657	infill_ei	0.429999999993015	0.000335914773832659	0.940281285416528	58
2916	0.0137436830248811	0.336218740903852	238	225	0.939887836759757	49			1807.09	-0.000136401101006748		0.0599999999976717	infill_ei	0.479999999995926	0.000423816203971725	0.940621132756411	69
2503	0.0157728194853974	0.422625684777287	240	337	0.939840799994921	60			1507.25999999999	-0.00017244360244016		0.0700000000069849	infill_ei	0.569999999992433	0.000814104497169418	0.940320113071274	80
2997	0.0159976940177417	0.700853262012472	216	294	0.939744847285896	34			1538.64999999999	-0.000219700832941945		0.0300000000133878	infill_ei	0.429999999993015	0.00139203625262766	0.939118014575864	54
1891	0.0168665984923165	0.210978006302059	179	317	0.939705534839608	26			876.930000000008	-0.00011238394961414		0.0299999999988358	infill_ei	0.369999999995343	0.000194262609893478	0.939449017131689	46
2252	0.0164267736429809	0.678624301704899	254	311	0.939582965044766	48			1320.75	-0.0000369590498020426		0.0700000000069849	infill_ei	0.479999999995926	0.00118782965185512	0.938940671784309	68
2993	0.0152006767503441	0.51388150477918	228	348	0.939571172691843	42			1818.2	-0.00031848356586027		0.0899999999965075	infill_ei	0.470000000001164	0.000458619017588736	0.940236745651212	62
2905	0.0188662242676035	0.407870991743015	171	354	0.939540741713203	28			1374.28	-0.000443342893345729		0.0500000000029104	infill_ei	0.389999999999418	0.000460546701202595	0.940098533021753	48
2749	0.0100441036832261	0.690420607370006	251	259	0.939533203939064	68			1688.08	-0.000132151638325352		0.159999999988941	infill_ei	0.59000000001106	0.000887115889160102	0.940092069956462	88
2987	0.0142563983866234	0.457897950946988	263	287	0.939523923894891	44			2031.23	-0.000213279496129084		0.160000000003492	infill_ei	0.470000000001164	0.000749197724289228	0.939819246048866	64
2790	0.0144273380114206	0.410067052376332	215	289	0.939466372152499	62			1563.83	-0.000107549634714547		0.160000000003492	infill_ei	0.559999999997672	0.000340004801328355	0.940630618697166	82
2970	0.0201137989400876	0.444548527623747	205	277	0.939427537806916	35			1548.48	-0.000213958224119342		0.0999999999912689	infill_ei	0.419999999998254	0.000367658457880916	0.940128931442444	55
2962	0.0159624374342504	0.480111267855242	185	212	0.939424673717117	43			1541.64	-0.000923216790592727		0.0499999999883585	infill_ei	0.470000000001164	0.000504268989225897	0.940925987574668	63
1777	0.0186857256307449	0.225937246469782	178	357	0.939387064348592	19			817.919999999998	-0.000730362958781118		0.0299999999988358	infill_ei	0.360000000000582	0.000541978301638808	0.939415897498903	39
2606	0.0183994410698784	0.368372098667544	178	356	0.939371820184217	22			1256.75	-0.000115201224831365		0.0999999999985448	infill_ei	0.360000000000582	0.00114648452239449	0.93835554594031	42
2999	0.0144884953361911	0.17117419950506	179	247	0.93928877040521	41			1396.28	-0.000470963483645175		0.0599999999976717	infill_ei	0.44999999999709	0.000541637840358524	0.940407710246566	61
