Feature	Gain	Cover	Frequency
cliente_antiguedad_lag2	0.0030687642498148	0.00428340789167879	0.00533185948599574
Visa_mconsumospesos_lag1	0.00305432616789638	0.00138350567632968	0.00344620186289969
mcaja_ahorro_lag1	0.00304740700979959	0.00236820136771688	0.00443083096658531
Master_mfinanciacion_limite_lag1	0.00296943749059264	0.0026527650132257	0.00404998386044276
mttarjeta_visa_debitos_automaticos	0.0029490098265624	0.0017666037993779	0.00409178415258036
mcuenta_debitos_automaticos	0.00294849680095873	0.00307261667072486	0.00294459835724852
Visa_Fvencimiento_lag2	0.00290990518038731	0.00323393351311186	0.00442618648968113
Master_msaldototal	0.00288978675806446	0.00172656468471692	0.00190191329226068
mcomisiones_otras_lag2	0.00285883610153351	0.00282384045561912	0.00320701130233455
mpasivos_margen_delta1	0.00265717758666981	0.0036146709021962	0.00482793374189249
mcomisiones_lag1	0.00265631909540528	0.00184901525746261	0.00456319855835437
Visa_mpagominimo_lag1	0.00263604932709797	0.00172944659704571	0.00305374356449669
Master_Fvencimiento_lag2	0.00256137174117823	0.00247639701486716	0.00367842570810856
Visa_mpagospesos_delta1	0.00256131970294786	0.00290532015887428	0.0036087585545459
Master_fultimo_cierre	0.00255243715082567	0.00260270309366867	0.00426362979803492
chomebanking_transacciones_lag2	0.00254512189403438	0.00174343337921328	0.00366217003894394
mcomisiones_delta1	0.00254119368812558	0.0023733569787722	0.00395477208390712
mtransferencias_recibidas_lag1	0.0025295259074777	0.00204365613603111	0.00316056653329277
mpayroll_lag1	0.00246672790919804	0.000769962198833115	0.000601459759090983
Visa_cconsumos_lag1	0.00242471736399902	0.0011585499338883	0.00261716273550401
ctarjeta_debito	0.00241823672421806	0.00552216189441248	0.0041033953448408
Visa_mfinanciacion_limite_lag1	0.00241329688283919	0.00210987523056253	0.00378757091535673
mcomisiones_mantenimiento_delta1	0.0023970815899708	0.00547327985759089	0.00193674686904201
mcomisiones_lag2	0.00239218882964927	0.00248051762973943	0.00351586901646235
mcuentas_saldo_lag2	0.00235794375432017	0.00309419094986382	0.00356231378550412
ctransferencias_recibidas	0.0023548312725701	0.00191898603560055	0.00366449227739603
Visa_fultimo_cierre	0.00234141100085782	0.00199955845461589	0.00413590668317004
mpasivos_margen_lag2	0.0023265702186596	0.00215420547942949	0.00363662541597096
Master_fechaalta_lag2	0.00231863740977077	0.0024480456091307	0.00356231378550412
mtransferencias_emitidas	0.00228798909460155	0.00286748210596503	0.00318843339471784
Visa_mpagospesos_lag1	0.00226005948274001	0.00120818565196035	0.00327435621744512
Master_status	0.00225796138764455	0.00732416230498598	0.000761694212285106
ctrx_quarter_lag2	0.00225268558982357	0.00373782995985247	0.0037527373385754
mcaja_ahorro_dolares_lag1	0.00225264157416868	0.00192610497565987	0.00303516565687998
Master_msaldopesos	0.00222849003057774	0.00211186716239306	0.00198551387653587
ccomisiones_otras_lag1	0.00221449253292798	0.00233309756423745	0.00349032439348937
Visa_fechaalta_lag2	0.00220681869771309	0.00330055149762575	0.00324881159447214
mrentabilidad_lag2	0.00219446406712711	0.00364034442479529	0.00406391729115529
Visa_mconsumospesos_delta1	0.0021883528602335	0.00113185994560551	0.00292137597272763
cproductos_delta1	0.00218101559307637	0.00542357001752145	0.000868517181081188
mcomisiones_mantenimiento_lag1	0.00215604259941251	0.00312805772952097	0.00254981782039343
cprestamos_personales	0.00213201613198035	0.00770841235360512	0.00179741256191668
mcaja_ahorro_delta1	0.00212891439785397	0.00125487876547578	0.00311876624115517
mtransferencias_recibidas_delta1	0.00209984623876436	0.00146485250234562	0.00299568760319447
cextraccion_autoservicio	0.0020742184769525	0.00134506857821854	0.00114021907997557
mextraccion_autoservicio	0.00207186019017529	0.00113108786298811	0.00152803290147439
Visa_mpagominimo_delta1	0.00202641812541551	0.00228309033225166	0.00296549850331732
ccomisiones_mantenimiento	0.00201904405818432	0.0122266067727431	0.00190191329226068
mcaja_ahorro_lag2	0.00201567416149142	0.00230057660244926	0.00326738950208885
thomebanking	0.00201128856146246	0.00337711119188872	0.00244996156695362
Visa_mfinanciacion_limite_lag2	0.0019983896564197	0.00253650943821997	0.00273327465810844
mcomisiones_otras_delta1	0.00199178344992701	0.00139284388580908	0.00339511261695373
ctarjeta_debito_transacciones	0.00194720427691612	0.00213521107193658	0.00252427319742046
ccallcenter_transacciones	0.00192954196236775	0.00298142795430474	0.00166040049324345
Visa_mlimitecompra_lag1	0.00189605173608687	0.00156125810314468	0.00268450765061458
mpagomiscuentas	0.00187217210000473	0.00248033432629815	0.0019994473072484
internet	0.00184445042095929	0.00444251592437008	0.0015466108090911
Visa_msaldototal_lag1	0.00184405002142873	0.00164333155717335	0.00215271504508626
ccaja_ahorro	0.00183939183697236	0.00198511163827463	0.0014630102248159
Master_mpagominimo	0.00175266308810353	0.00268167737010617	0.00179509032346459
tcallcenter	0.00173555600414904	0.000609190747135957	0.000682738104914089
Visa_mpagominimo_lag2	0.0017313083982351	0.00190593313894712	0.00199015835344005
Visa_msaldopesos_lag1	0.00172113959083226	0.00230401158884568	0.00239422784410349
Visa_mconsumosdolares	0.00170555049107522	0.0015199535555335	0.00229204935221158
cmobile_app_trx	0.0016974862147584	0.00257163700206094	0.00247318395147451
mprestamos_personales_delta1	0.00168882401587674	0.00656847459530681	0.0015466108090911
cproductos_lag1	0.00164911729089277	0.00276107022921707	0.00293066492653599
mttarjeta_visa_debitos_automaticos_lag1	0.00164860578562004	0.000722641372723075	0.0019994473072484
mtransferencias_recibidas_lag2	0.00164413423460818	0.00107130414615856	0.00223399339090937
Master_mlimitecompra_lag1	0.00161958029095984	0.00176567346500475	0.0023919056056514
Visa_cconsumos_delta1	0.00156144700734845	0.00135376086743498	0.00185314628476681
Visa_msaldopesos_delta1	0.00155692294799297	0.00123462086201867	0.00222470443710101
mcaja_ahorro_dolares_lag2	0.00154742904608874	0.00153429493527046	0.00208072565307151
ctransferencias_emitidas	0.00151066098820087	0.0014109922823858	0.00184617956941055
ctarjeta_visa_transacciones_lag1	0.00149926080595522	0.000909919573827947	0.00183689061560219
internet_lag1	0.00149361137991664	0.0052522612974481	0.00100088477285025
ccaja_seguridad	0.00147697114345145	0.00220367119469742	0.000406391729115529
ccomisiones_otras_lag2	0.00147527306756605	0.00132127864536669	0.00229437159066367
Visa_msaldototal_delta1	0.00147209177383008	0.00108427762638621	0.0020621477454548
Visa_mconsumospesos_lag2	0.00146447296731661	0.00152447848394902	0.00210627027604449
Master_mfinanciacion_limite_lag2	0.00146128162486718	0.00238017704189257	0.00251730648206419
mtarjeta_master_consumo	0.00144795078898007	0.00177070814356781	0.000898706280958341
ccuenta_debitos_automaticos	0.00144209240707548	0.00154791691840907	0.00162324467801003
Visa_mconsumototal_lag1	0.00141670357806521	0.00081089755691374	0.00199712506879631
mpayroll_ratio	0.00141464169344814	0.000866068341597426	0.000438903067444771
ctarjeta_debito_lag1	0.00140949748728316	0.00318593926153774	0.00225721577543025
Master_mlimitecompra_lag2	0.00139406182931391	0.00122937524568081	0.0016696894470518
Visa_cconsumos_lag2	0.00135895866971175	0.00098080157474389	0.00163485587027047
Visa_mpagospesos_lag2	0.00135401719546999	0.00288861133028866	0.00220148205258012
ccajas_consultas	0.00132896509805406	0.00808765296904532	0.00141192097886995
Master_mconsumospesos	0.00129329038973762	0.00115292001952913	0.00157912214742034
mtarjeta_visa_consumo_delta1	0.0012780082868262	0.0015992777162078	0.00165807825479136
tmobile_app	0.00127598890218879	0.00670567848014429	0.000664160197297379
mttarjeta_visa_debitos_automaticos_lag2	0.00125369798930487	0.000745919876706182	0.00135154277911565
cpayroll_trx_lag1	0.00125326022115468	0.000517750932764758	0.000264735183538116
Master_mpagospesos	0.00125201404150573	0.00196874346095925	0.00181831270798548
cprestamos_personales_lag1	0.00124102111462792	0.00316488106003391	0.000761694212285106
mtransferencias_emitidas_lag1	0.00123359800767136	0.00133130151482894	0.00138637635589698
Master_msaldopesos_lag1	0.00122959555325939	0.000669252292323315	0.000761694212285106
mautoservicio_delta1	0.0012253387224468	0.00163315205011034	0.00166272273169554
active_quarter	0.00121510701050239	0.0022197263550761	0.00264502959692907
Visa_mpagado	0.00121232276280822	0.00136409165310416	0.00177883465429997
ctarjeta_visa_debitos_automaticos	0.00118774230292216	0.002018764251847	0.00180670151572504
ctarjeta_visa_transacciones_delta1	0.00116649081990902	0.00189583453333248	0.00133528710995102
ccajas_transacciones	0.00116036143215166	0.000875734676504298	0.000696671535626621
mcuenta_debitos_automaticos_lag1	0.0011524760468556	0.00168928480660508	0.00151177723230977
Visa_mconsumototal_delta1	0.00114044004230538	0.00052051378502109	0.00170684526228522
ctransferencias_recibidas_lag1	0.00113215742629099	0.000602080265248806	0.00153267737837857
mautoservicio_lag1	0.00111447092160505	0.000594649922407766	0.00151642170921395
mttarjeta_visa_debitos_automaticos_delta1	0.00110313764734876	0.00117623313099534	0.00147694365552844
Visa_msaldototal_lag2	0.001081169927843	0.00208494363816553	0.00161163348574958
ccallcenter_transacciones_delta1	0.00107454098310379	0.00379362051548819	0.0010519740187962
ctarjeta_debito_transacciones_delta1	0.00107235561834259	0.000783335279271431	0.00109841878783797
Master_fultimo_cierre_lag1	0.00106695465761237	0.00100413502456304	0.00174864555442282
ctarjeta_visa_transacciones_lag2	0.00105214419693385	0.000907648845146614	0.00147229917862426
mautoservicio_lag2	0.0010513915921134	0.000806597383439786	0.00106822968796082
mtarjeta_visa_consumo_lag1	0.00103883120524203	0.000502743746375295	0.0013399315868552
mcomisiones_mantenimiento_lag2	0.00103321302077018	0.00174820572530649	0.00126329771793627
ctarjeta_debito_transacciones_lag1	0.0010252447095489	0.000615954637662495	0.00131670920233431
Visa_mlimitecompra_lag2	0.00102464749585393	0.00179288947411744	0.00168362287776433
cproductos_lag2	0.0010124394035069	0.00157502955703586	0.00205982550700271
mtransferencias_emitidas_delta1	0.00100396789948682	0.00162829376640517	0.00156983319361199
Visa_msaldopesos_lag2	0.000997418156279082	0.00128631436944506	0.00146997694017217
cpagomiscuentas	0.000994645870540101	0.00325540287217612	0.00150016604004932
ctarjeta_visa_debitos_automaticos_lag1	0.000956634375415787	0.000693778602684069	0.00105894073415246
ctransferencias_recibidas_lag2	0.000952704360181293	0.000635999020696813	0.00115183027223601
mplazo_fijo_dolares	0.000940457964211597	0.0036610934187682	0.000803494504422703
ctransferencias_recibidas_delta1	0.000917044905767314	0.00264037282249499	0.00157215543206408
mcuenta_debitos_automaticos_lag2	0.000906502864855584	0.00105811617701512	0.00117273041830481
ccomisiones_otras_delta1	0.000906208143970151	0.00178856663790735	0.00143049888648666
mpagomiscuentas_lag1	0.000905961099737136	0.00118553479600565	0.00107984088022126
mtarjeta_visa_consumo_lag2	0.000905589499644707	0.00061682027670343	0.00118666384901735
Visa_mconsumototal_lag2	0.000883572535145929	0.000633478227123592	0.00117969713366108
Visa_fultimo_cierre_lag1	0.000867518106953052	0.00135916951342738	0.00156286647825572
ccomisiones_mantenimiento_lag1	0.000861691697457734	0.00321733980606052	0.000838328081204034
ctarjeta_debito_transacciones_lag2	0.000844826385176663	0.000725172432322067	0.00106358521105664
cmobile_app_trx_lag1	0.000841659059307078	0.000632982423275204	0.00121917518734659
Master_mpagominimo_lag1	0.000831100346360477	0.000551146250030855	0.000722216158599597
cdescubierto_preacordado_delta1	0.000824768213942924	0.00457437359873038	0.000438903067444771
active_quarter_lag1	0.00077441321066945	0.00108169459099637	0.00137476516363653
Visa_mconsumosdolares_lag1	0.000766122194361362	0.00117504562944833	0.000903350757862519
mextraccion_autoservicio_delta1	0.000766069154263625	0.00109876221395436	0.000912639711670874
mtransferencias_emitidas_lag2	0.000761376289392317	0.000773801692471381	0.00100552924975442
ctarjeta_debito_lag2	0.000761097162394534	0.000961398656904746	0.00117969713366108
mpayroll_pct	0.000751868403946523	0.00111337089775856	0.000473736644226102
Visa_status_delta1	0.000743872867655527	0.000284060610246057	9.52117765356382e-05
ctarjeta_master_transacciones	0.000742550598325845	0.000479499720742889	0.00055269275159712
matm	0.000739793559065737	0.000775484416770989	0.00104268506498784
Master_mconsumototal	0.000736566549185896	0.000651962884468952	0.000866194942629099
mprestamos_personales_lag2	0.000712397716309327	0.00169660764672343	0.000747760781572574
mpayroll_lag2	0.000711664086009414	0.00131403683582911	0.000541081559336676
mpagomiscuentas_delta1	0.000702835080567954	0.00107821557045168	0.00102875163427531
thomebanking_delta1	0.00069912106730107	0.00149440851967205	0.000996240295946068
Master_mlimitecompra_pct1	0.00069894896067323	0.003049107536276	0.000952117765356382
cpagomiscuentas_lag1	0.000688070353203604	0.00099049689987448	0.000724538397051686
thomebanking_lag1	0.000684992551598779	0.000360730841843117	0.00104500730343993
ctransferencias_emitidas_lag1	0.000680349965633726	0.000549323223379047	0.000859228227272833
ctarjeta_visa_debitos_automaticos_lag2	0.0006726629050248	0.000929434062060374	0.00082671688894359
ccajas_consultas_delta1	0.000669036095160204	0.00558165874361625	0.000822072412039413
Master_msaldototal_lag1	0.000657396395504235	0.000580106773296382	0.000819750173587324
matm_delta1	0.000641541611613412	0.000481944713597526	0.000782594358353904
Visa_mpagado_delta1	0.000635140724469529	0.00222553563433836	0.000840650319656123
Master_mpagospesos_lag1	0.000629158185052696	0.000889800100303243	0.000910317473218785
cpagomiscuentas_lag2	0.000614324637900347	0.000579868136621862	0.000617715428255604
Master_cconsumos	0.00060901128421404	0.000366724780436848	0.000805816742874792
tcallcenter_delta1	0.000607752897929577	0.000496416581624314	0.000343691290909133
ctarjeta_visa	0.000606088900561803	0.000490653983724524	0.000234546083660963
mpagomiscuentas_lag2	0.00060580544702219	0.000456806444794915	0.000731505112407952
mextraccion_autoservicio_lag1	0.000586680460020418	0.000613402400349963	0.000768660927641372
Master_mconsumospesos_lag1	0.000572075294598352	0.000418211546891425	0.000657193481941113
Visa_msaldodolares	0.000568951970227264	0.00274274337166406	0.000889417327149987
Visa_mpagosdolares	0.000565768755617795	0.000908449466024333	0.000782594358353904
ctransferencias_emitidas_delta1	0.000553298729553502	0.000550959847411986	0.000692027058722444
mcuenta_debitos_automaticos_delta1	0.000535236416040782	0.00153699431895237	0.000712927204791242
ccaja_ahorro_lag1	0.000527955349788059	0.000599855895098941	0.000587526328378451
Visa_status_lag1	0.000525749767772146	0.00319148298002015	0.000334402337100778
tmobile_app_delta1	0.000523285780424435	0.000953349317906068	0.000246157275921406
ccomisiones_mantenimiento_lag2	0.000518252046999977	0.0012938831422185	0.000645582289680669
Master_fultimo_cierre_delta1	0.000513678754574637	0.000280647059827978	0.000842972558108212
tiene_spike_saldo	0.000513339533452396	0.000228768053709518	0.000905672996314608
catm_trx	0.000506778118074356	0.00246774882436519	0.000884772850245809
mpayroll_delta1	0.000503922603012991	0.000943696735599757	0.000411036206019706
Master_msaldototal_delta1	0.000496794239345113	0.000253214043717701	0.000613070951351427
cmobile_app_trx_lag2	0.000496470796436934	0.00059356353152966	0.000759371973833017
foto_mes	0.000495704923554563	0.00104485938030267	0.000924250903931318
Visa_mconsumosdolares_delta1	0.000495419783989899	0.000895969271563274	0.000694349297174533
cextraccion_autoservicio_lag1	0.000495005615279201	0.000699008012905777	0.000531792605528321
Master_mpagospesos_delta1	0.000493039073964765	0.000456552570497238	0.000678093628009911
Master_fultimo_cierre_lag2	0.000485473695113315	0.000840666061603766	0.000940506573095939
Visa_fultimo_cierre_lag2	0.000485125569645696	0.000978615686049115	0.000866194942629099
mextraccion_autoservicio_lag2	0.000483954085202141	0.000698474050433298	0.000580559613022184
matm_lag1	0.000482110230469687	0.000414253380577896	0.000592170805282628
Master_mpagospesos_lag2	0.000478612960871545	0.000951773838064355	0.000682738104914089
cplazo_fijo	0.000476874322998252	0.00264952404825973	0.000332080098648689
mprestamos_prendarios	0.000471898080148007	0.00794542267011836	0.000796527789066437
ccajas_otras	0.000451897335131794	0.0037510595741948	0.000501603505651167
Master_msaldopesos_lag2	0.000446502254574035	0.00144769377647968	0.000585204089926362
Master_msaldopesos_delta1	0.00044615828771145	0.000300271246033893	0.000522503651719966
tcuentas	0.000445586702730889	0.00225523615081998	0.000589848566830539
ctarjeta_visa_debitos_automaticos_delta1	0.000445011518805287	0.000706355581878653	0.000573592897665918
matm_other	0.000442529820990968	0.000854031135833305	0.000731505112407952
Master_msaldototal_lag2	0.000419292303229803	0.00118192438324434	0.000589848566830539
Master_mfinanciacion_limite_delta1	0.000415703758445781	0.000513763324264114	0.000657193481941113
limite_total_delta1	0.000414852340554718	0.000783014514390745	0.000659515720393201
Master_mconsumospesos_delta1	0.000413866560599381	0.000178176303916793	0.000457480975061481
mtarjeta_master_consumo_lag1	0.000413103962101271	0.000575580037027273	0.000392458298402997
Visa_mlimitecompra_pct1	0.000409866953121569	0.000878089082980593	0.000678093628009911
Master_mconsumospesos_lag2	0.000409688699848049	0.000922011402597112	0.000480703359582369
cseguro_accidentes_personales	0.000408466906661946	0.000511726389792315	0.000731505112407952
mttarjeta_master_debitos_automaticos	0.000407570107369796	0.00120470036849428	0.000557337228501297
thomebanking_lag2	0.000402870764582885	0.000261172731771837	0.000664160197297379
Visa_mconsumosdolares_lag2	0.000402698956247016	0.000976921791796939	0.000545726036240853
cprestamos_personales_lag2	0.000394700787714484	0.00525585188838608	0.000740794066216307
ctransferencias_emitidas_lag2	0.000393532223319624	0.000556601125422321	0.000610748712899338
cseguro_vivienda	0.000392657973263482	0.000999502335160035	0.000673449151105734
Visa_fultimo_cierre_delta1	0.000390607967385507	0.000233419983840071	0.000740794066216307
minversion1_pesos	0.000389078805852646	0.00375192159752854	0.000390136059950908
Master_mpagominimo_delta1	0.000386420686441695	0.000412880703169806	0.000503925744103256
Visa_mpagado_lag1	0.000381182333908179	0.000399036999701029	0.000524825890172055
Visa_mpagado_lag2	0.000380901078786787	0.000401181759726522	0.000485347836486546
mplazo_fijo_dolares_delta1	0.000378655657970083	0.00171144379724958	0.000318146667936157
internet_lag2	0.000378638892499254	0.002916235010387	0.000831361365847768
Visa_mlimitecompra_delta1	0.000376581617372016	0.000356970248101026	0.000489992313390724
cextraccion_autoservicio_delta1	0.000375625136160896	0.000470992930218515	0.000520181413267877
Master_mlimitecompra_delta1	0.000375106143885062	0.000876546983864185	0.000596815282186806
matm_lag2	0.000373177259877464	0.000597000584044472	0.000489992313390724
catm_trx_lag2	0.000369210968218124	0.000694391787883723	0.000373880390786287
catm_trx_lag1	0.000366587155047729	0.000418142202792822	0.000408713967567618
matm_other_delta1	0.000365664426090137	0.00112784412167555	0.000448192021253126
Visa_Fvencimiento_delta1	0.000364939274048148	0.00104620552100263	0.00044122530589686
cpayroll_trx_lag2	0.000363308489084339	0.000653354608905988	0.000255446229729761
cliente_edad_delta1	0.000363279680590278	0.000820416874583631	0.000692027058722444
Master_mconsumototal_delta1	0.000361885030539732	0.000232538203249182	0.000329757860196601
cdescubierto_preacordado_lag2	0.000357283197219623	0.000515320467305079	0.000394780536855085
active_quarter_lag2	0.000354916872163375	0.000759393809548612	0.000905672996314608
Master_mpagado	0.00034854965148776	0.000600376363235659	0.000448192021253126
ccuenta_debitos_automaticos_lag2	0.000347342627839841	0.00153468401119055	0.000594493043734717
cpagomiscuentas_delta1	0.000347061867789914	0.00116495961424265	0.000464447690417748
Visa_Finiciomora_lag1	0.00034556990184416	0.00672054555788015	0.000531792605528321
Visa_mfinanciacion_limite_delta1	0.000345438263900744	0.00032595542205595	0.000522503651719966
ccallcenter_transacciones_lag1	0.000344354953220364	0.0015396555440102	0.000466769928869836
Master_mpagominimo_lag2	0.000342732642128459	0.000396945829621385	0.00044122530589686
catm_trx_other	0.000340928289570911	0.000855454562274451	0.000499281267199079
Master_cconsumos_lag1	0.000338259563636486	0.00022650952803995	0.000387813821498819
mtarjeta_master_consumo_lag2	0.000333907540656813	0.000687225068836532	0.000341369052457044
internet_delta1	0.000331489090165515	0.00314003275803467	0.00091960642702714
ccallcenter_transacciones_lag2	0.000323937322526493	0.00164388566430017	0.000466769928869836
mcaja_ahorro_adicional	0.000321471730685452	0.0030687754337992	0.000622359905159782
cextraccion_autoservicio_lag2	0.000320961156095985	0.000381969183044435	0.000369235913882109
cdescubierto_preacordado_lag1	0.000320814951648805	0.000313165245269573	0.000434258590540594
catm_trx_delta1	0.000316566825047528	0.000408825622990354	0.000413358444471795
mes	0.000315519842629361	0.000719427719259626	0.00069899377407871
ccajas_transacciones_delta1	0.000311880160741088	0.000316135032196316	0.000222934891400519
ccaja_seguridad_lag1	0.000305670787428625	0.000837420770702408	0.000118434161056526
mplazo_fijo_dolares_lag1	0.00030542890609523	0.000796931048532914	0.000287957568059003
Master_mconsumototal_lag1	0.000297029764438129	0.000248106147084048	0.000424969636732239
ccuenta_debitos_automaticos_lag1	0.000285571909591328	0.000344681686121022	0.000517859174815788
Visa_Finiciomora	0.000285415964672817	0.00726321349108075	0.000780272119901816
ccuenta_debitos_automaticos_delta1	0.000280438571019762	0.000598331228856483	0.000260090706633939
tmobile_app_lag1	0.00027447212948549	0.00271210005953273	0.000260090706633939
Master_status_delta1	0.000274417698692809	0.000634241657870218	0.000155589976289945
matm_other_lag1	0.000270062833023054	0.000613121601946963	0.00038549158304673
