num_iterations	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	iter
1787	0.0100994530196961	0.10504289462053	255	28	0.933173233580932	38			1383.95000000001	-0.000121446883443933		0.0800000000162982	infill_ei	0.449999999982538	0.000610358722387411	0.933819184118845	58
1144	0.0108033108061158	0.403893259933899	300	20	0.933129900956472	44			1220.60000000001	-4.48968437333748e-05		0.179999999993015	infill_ei	0.470000000001164	0.00121401358026632	0.932427119537529	64
2994	0.0100015892093042	0.372664450481624	222	20	0.933076172020799	60			1178.03	-0.000302109536543739		0.0899999999965075	infill_ei	0.550000000017462	0.00114704797705548	0.933767724741184	80
2990	0.010121308575471	0.282740514877932	282	30	0.933007964616963	41			1288.91	-0.000362173434654108		0.0400000000081491	infill_ei	0.459999999991851	0.000475130796976323	0.934402906824748	61
1833	0.0201817284500218	0.100044861980102	294	23	0.932988825442126	29			1103.61000000002	-2.289914247868e-05		0.0499999999883585	infill_ei	0.410000000003492	0.000334783429089257	0.933376562794129	49
1280	0.010044593599574	0.489116282483179	250	21	0.932955464569198	47			1267.80000000002	-0.000127050123519294		0.0799999999871943	infill_ei	0.490000000019791	0.00195924381053837	0.931911117915565	67
2818	0.0100948028533165	0.11399669223326	288	24	0.932877501742246	30			1792.78	-8.8624720935268e-05		0.0499999999883585	infill_ei	0.399999999994179	0.000112607367853152	0.933815762866648	50
2998	0.0104544344923923	0.100764655663983	166	24	0.932877486753226	22			918.220000000001	-0.000129255892685434		0.0299999999988358	infill_ei	0.440000000002328	0.000831685955369536	0.933186745586656	42
2973	0.0102802118120115	0.100804571847381	300	919	0.932870811293777	18			349.529999999999	-6.48692824798461e-06		0.0500000000174623	infill_ei	0.410000000003492	0.000948185366659932	0.931755328820634	38
1169	0.0100266866618275	0.103715236925158	114	836	0.932719325468065	7			349.790000000008	-3.51865290307263e-05		0.0299999999988358	infill_ei	0.300000000017462	0.000148737978425655	0.932597022240915	27
1092	0.0100757605423724	0.101224435546423	170	929	0.932653896835705	2			384.25	-0.000188076862390438		0.0099999999802094	infill_ei	0.279999999998836	0.000558591246189071	0.932003305413783	22
1937	0.0101277671036971	0.263047679392321	227	22	0.932629594497223	43			1222.41999999998	-0.000289442780404228		0.119999999995343	infill_ei	0.5	0.000655567669636599	0.934176076835602	63
1182	0.0100938026651972	0.102064555047113	121	1394	0.93256896572642	8			315.339999999997	-6.41485307610952e-05		0.0299999999988358	infill_ei	0.330000000016298	0.000260034201473984	0.932627281463111	28
1097	0.0100173554985781	0.100126232613339	134	556	0.932530996417718	4			399.190000000002	-0.000116520043298565		0.0099999999802094	infill_ei	0.300000000017462	0.000422406351860213	0.932537104017307	24
1262	0.0100856349134346	0.100806323872005	191	710	0.932418160749834	5			447.529999999999	-3.69753740481607e-05		0.0299999999988358	infill_ei	0.299999999988358	0.00015159665599002	0.932599063743364	25
1782	0.0117574910305759	0.457988900114873	300	20	0.932364402092591	49			1390.89000000001	-0.000108148150212723		0.220000000001164	infill_ei	0.5	0.000831089404857504	0.93349489688255	69
2302	0.0102540530372822	0.100490548441695	300	550	0.932164570227394	20			570.690000000002	-5.84670435120815e-05		0.0299999999988358	infill_ei	0.369999999995343	0.000401623380209541	0.933450515381988	40
1152	0.0239810415018078	0.100242458156309	126	980	0.932087983238039	12			163.579999999987	-0.000107765817884611		0.0200000000186265	infill_ei	0.329999999987194	0.000253590657721829	0.932732257977224	32
884	0.0100308185031615	0.128012648139039	251	58	0.932078839973453	3			664.279999999999	-8.15744367731251e-05		0.0199999999895226	infill_ei	0.290000000008149	0.000702714667475792	0.932077864998598	23
1662	0.0100147330468677	0.100558041105233	87	1223	0.932076682900779	1			306.169999999984	-0.000250657458172458		0.0099999999802094	infill_ei	0.300000000017462	0.000645986220510509	0.931929940119882	21
2947	0.0100334954941172	0.10038212118672	221	1383	0.931957565453947	28			319.809999999998	-1.06651420446204e-05		0.0100000000093132	infill_ei	0.429999999993015	0.000567856766170469	0.932786228048264	48
913	0.0150556595779669	0.110639362681654	57	1177	0.931944172729911	0			167.170000000013				initdesign				14
2832	0.010330490276746	0.531337859605173	196	26	0.931895278763164	63			1262.17000000001	-5.19988109004898e-05		0.0899999999965075	infill_ei	0.600000000005821	0.00186441821789134	0.931285032858334	83
1146	0.0100140195346348	0.229095580977907	125	956	0.931882554562595	10			379.139999999985	-5.37940646670964e-05		0.0099999999802094	infill_ei	0.350000000005821	0.000227101115515385	0.932632683830956	30
2535	0.0100075545496551	0.101679355602561	123	1821	0.931746808150937	64			307.199999999983	-8.34363881749087e-05		0.100000000005821	infill_ei	0.569999999977881	0.00173528183210178	0.931910925694873	84
1375	0.0102049876681499	0.100110438535096	300	1297	0.931525591322937	35			305.679999999993	-8.80684564430552e-05		0.0700000000069849	infill_ei	0.429999999993015	0.00149812882073725	0.93235854616906	55
1152	0.0101446498733616	0.434414361823779	149	33	0.931278867742031	55			736.080000000016	-9.29138116430337e-05		0.230000000010477	infill_ei	0.529999999998836	0.00146265737017834	0.932456437068083	75
530	0.0100332196712844	0.111550109816167	156	1038	0.931273916357833	6			178.479999999981	-0.000107588005726055		0.0100000000093132	infill_ei	0.320000000006985	0.00038508770491589	0.93255089030616	26
2439	0.0100110261963257	0.128845369031369	300	1669	0.931245593023588	58			307.220000000001	-2.19719880340825e-05		0.25	infill_ei	0.540000000008149	0.00117893088497424	0.932127020432793	78
2991	0.0100837554737786	0.246639152972224	284	743	0.93122144993952	39			356.389999999985	-0.000235035965401215		0.0399999999790452	infill_ei	0.460000000020955	0.00122822563309533	0.933481997092633	59
2998	0.0192910764720217	0.100284434711108	242	325	0.931120335457038	32			314.820000000007	-0.000128884133423362		0.119999999995343	infill_ei	0.429999999993015	0.000421323848798911	0.933736195621777	52
1614	0.0100867343965813	0.100146801792082	159	2238	0.931040425486984	42			332.609999999986	-3.08272111615531e-05		0.130000000004657	infill_ei	0.470000000001164	0.00163789925702691	0.931356966826675	62
2999	0.0101103909131449	0.100323080818259	300	2534	0.931027237712075	17			309.470000000001	-3.10165227282456e-06		0.0599999999976717	infill_ei	0.39000000001397	0.00144775751352184	0.930139074053745	37
1115	0.0100087001943067	0.102568306003842	30	37	0.930903230265926	9			208.50999999998	-5.94776597163832e-05		0.0299999999988358	infill_ei	0.320000000006985	0.000742558826889686	0.931961470339936	29
2993	0.0100222059808086	0.429180498975804	269	1082	0.930876541747099	34			363.239999999991	-0.000363400181214339		0.0299999999988358	infill_ei	0.440000000002328	0.0032145520602453	0.931439163858419	54
2979	0.0100434818204037	0.251499200993833	74	83	0.930808064802491	37			328.720000000001	-0.000114405877456226		0.0299999999988358	infill_ei	0.449999999982538	0.00168912018333839	0.932252882143309	57
1150	0.0248484232073317	0.100232866260746	93	2991	0.930781657923367	11			118.329999999987	-6.15408953781543e-05		0.0199999999895226	infill_ei	0.320000000006985	0.000998280310438776	0.931567647414385	31
1561	0.0328303064107205	0.312785327461164	177	84	0.930674558350001	0			436.089999999997				initdesign				7
2220	0.0100731736288478	0.775917179008806	300	22	0.930643330703852	15			1535.73999999999	-5.29358268250997e-05		0.0400000000081491	infill_ei	0.350000000005821	0.00112267907277646	0.932097431380309	35
1065	0.0423903332462258	0.388181364825915	300	20	0.930528040567127	46			573.640000000014	-4.14389131169558e-05		0.110000000015134	infill_ei	0.479999999981374	0.00162598870911832	0.931584417702155	66
2394	0.010025622016746	0.627237336372903	87	1736	0.930458597118233	69			392.959999999992	-2.65441953924269e-06		0.179999999993015	infill_ei	0.649999999994179	0.00152690687618698	0.930235114162786	89
1511	0.0386560611068119	0.102463154130187	24	1822	0.930291967401102	48			87.1600000000035	-1.48784096961839e-05		0.309999999997672	infill_ei	0.5	0.00166467568195546	0.930824654902961	68
1167	0.0103724309847354	0.457665250474087	249	2289	0.930258050962707	65			462.359999999986	-3.14504795202874e-05		0.139999999984866	infill_ei	0.610000000015134	0.00176390539697781	0.931105077782837	85
2996	0.0100026202018398	0.10043131164302	21	2275	0.93010565885858	25			272.429999999993	-3.14114172713838e-06		0.0299999999988358	infill_ei	0.39000000001397	0.00139972850071771	0.930280330794971	45
1296	0.0252672526282465	0.867081941110791	204	937	0.930061552371846	0			188.930000000022				initdesign				17
1653	0.0428329782263049	0.230883922875825	276	1747	0.930060648734959	0			107.940000000002				initdesign				11
509	0.058667904221724	0.100047170798074	21	602	0.93005878280096	57			45.4700000000012	-2.72032011999205e-06		0.139999999984866	infill_ei	0.529999999998836	0.00202969794030429	0.928788788951474	77
2084	0.0101235378285564	0.218605266490971	33	2962	0.929924434390804	56			258.49000000002	-4.54447793527631e-06		0.10999999998603	infill_ei	0.529999999998836	0.00177207163055821	0.929834442797988	76
785	0.0100876807395222	0.997324526958426	275	21	0.929922568869548	50			818.510000000009	-4.56754734721005e-05		0.0899999999965075	infill_ei	0.5	0.00174963933084554	0.931409554297157	70
1275	0.0100222965149125	0.100595558756094	300	2992	0.929889130088225	51			245.670000000013	-1.10490547970766e-05		0.119999999995343	infill_ei	0.519999999989523	0.00189839253148777	0.930063251423535	71
2987	0.0104275690786228	0.976996293041694	20	1403	0.929612429319395	62			383.649999999994	-6.41314284479909e-06		0.0799999999871943	infill_ei	0.610000000015134	0.00229951904158836	0.928622178097834	82
625	0.0101114185712543	0.56636761173198	300	184	0.929372075339637	53			640.75	-6.72913464448858e-05		0.190000000002328	infill_ei	0.529999999998836	0.00167837022759889	0.931840856579121	73
3000	0.0101316809139222	0.997506323495092	266	1625	0.929311611936364	21			360.760000000009	-1.13689931655035e-05		0.0299999999988358	infill_ei	0.39000000001397	0.00151455196536143	0.930628946203607	41
891	0.0100061988051958	0.998597912300438	300	2997	0.929308407060694	19			280.970000000001	-1.06176411861727e-06		0.0599999999976717	infill_ei	0.369999999995343	0.00170140026037572	0.928863442519698	39
2056	0.0965698415254073	0.174848221160572	109	1458	0.929088713713717	0			52				initdesign				18
2997	0.0100221240108748	0.457695158447418	176	2996	0.929069156387051	67			452.029999999999	-4.7228125155878e-06		0.10999999998603	infill_ei	0.619999999995343	0.00185161389232305	0.929638677973097	87
2503	0.0100633847976843	0.999557861650304	64	24	0.928881192426486	70			532.359999999986	-1.87526720777837e-06		0.380000000004657	infill_ei	0.619999999995343	0.00171987783718876	0.929493174601257	90
622	0.0422653678844348	0.100246441333327	182	2434	0.92884412170516	52			79.6900000000023	-5.08829180414866e-06		0.229999999981374	infill_ei	0.520000000018627	0.00185837365891062	0.929665914252543	72
1978	0.0590225920644881	0.100429683381309	294	23	0.928501994623472	59			389.570000000007	-4.61824515074045e-06		0.269999999989523	infill_ei	0.559999999997672	0.00173096838504298	0.929956541486516	79
1432	0.0653189844563251	0.777748233221153	70	2335	0.928493079266877	0			83.3600000000151				initdesign				2
2520	0.0712060024165196	0.254444792667524	100	895	0.928479080221237	0			77.609999999986				initdesign				1
2213	0.0541532397012631	0.838441117088253	151	2706	0.928356432740277	0			86.0200000000186				initdesign				12
1569	0.0699220281452146	0.100187399473868	133	2999	0.928146024555605	61			51.2799999999988	-2.51494329125171e-06		0.440000000002328	infill_ei	0.559999999997672	0.00189185307260931	0.929146174817026	81
3000	0.0809341111087021	0.124720815469908	20	2999	0.928036418514393	54			51.9499999999825	-1.64506851695907e-05		0.170000000012806	infill_ei	0.540000000008149	0.00264209472875996	0.928537243594359	74
875	0.0814461868792555	0.648887002881034	194	1603	0.928023900001696	0			72.3399999999965				initdesign				5
2999	0.0927758838522482	0.103613890409639	300	2998	0.927841126008721	23			41.4100000000035	-8.30632365082787e-07		0.0799999999871943	infill_ei	0.450000000011642	0.00144973371433496	0.929546657234846	43
557	0.0100156676296704	0.794803603474941	21	2996	0.92707836368254	27			151.640000000014	-2.50061791407727e-07		0.0499999999883585	infill_ei	0.39000000001397	0.00140815592512537	0.929223246389031	47
2405	0.112836785637436	0.691707410236155	255	1253	0.927031278168992	0			74.4300000000221				initdesign				8
1005	0.115676373846523	0.995702055087552	266	2138	0.926788472288552	0			58.7899999999791				initdesign				10
1180	0.128103223679231	0.954134294975068	29	2473	0.926381666272848	0			46.8999999999942				initdesign				20
1837	0.0880842638375533	0.742140268518165	86	474	0.926351893259775	0			82.9700000000012				initdesign				6
520	0.148544610112502	0.100117409216703	20	2017	0.926230564078974	66			33.7999999999884	-2.54650128631649e-05		0.0899999999965075	infill_ei	0.610000000015134	0.00289329563311536	0.928374329717838	86
565	0.136263252766281	0.578089043341466	221	2915	0.92618775121797	0			58.9499999999825				initdesign				16
1880	0.158185097210808	0.340514970357091	237	1859	0.925752255753315	0			46.7799999999988				initdesign				4
2804	0.151089645155623	0.403708440353245	139	2020	0.92565095653125	0			49.8899999999849				initdesign				3
2303	0.198990782977916	0.474487911624249	46	2571	0.924945116641162	0			45.4100000000035				initdesign				15
626	0.176765481950417	0.425185477248994	165	683	0.922280648087993	0			74.0099999999802				initdesign				13
2910	0.170055048005062	0.517625822815153	293	200	0.922060719094368	0			268.529999999999				initdesign				19
2681	0.185018287808356	0.602585497962493	123	453	0.92095573712311	0			116.779999999999				initdesign				9
