Epoch	Iteration	num_iterations	learning_rate	feature_fraction	bagging_fraction	num_leaves	min_data_in_leaf	gpUtility	acqOptimum	inBounds	Elapsed	Score	errorMessage
46	56	3000	0.005	0.1	0.5	113	500	0.169012482080467	TRUE	TRUE	493.060000000012	0.935757483269893	
53	63	3000	0.005	0.1	0.5	56	836	0.112090361903202	TRUE	TRUE	408.190000000002	0.935640505838195	
60	70	3000	0.005	0.1	1	167	500	0.173491827618938	TRUE	TRUE	691.639999999999	0.935607053706448	
7	17	2685	0.005	0.39239893928112	0.755877431703159	200	500	0.245108200121037	TRUE	TRUE	794.880000000005	0.935576351514092	
51	61	3000	0.005	0.1	1	64	500	0.141915118664838	TRUE	TRUE	503.130000000005	0.935572842522648	
62	72	2370	0.005	0.1	0.5	200	500	0.189160099879687	TRUE	TRUE	510.25	0.935527940922489	
63	73	1625	0.005	0.1	1	110	500	0.188411496293072	TRUE	TRUE	358.089999999997	0.935452794691087	
69	79	1451	0.0307945057995634	0.30174204784635	0.5	125	500	0.138818207790475	TRUE	TRUE	124.820000000007	0.935440119916092	
30	40	2168	0.005	0.306900526131419	0.951416211865461	170	500	0.324952761984782	TRUE	TRUE	469.889999999999	0.935422381813927	
28	38	2092	0.0311762707965564	0.259987709421207	1	120	500	0.216288551938387	TRUE	TRUE	95.2599999999948	0.935372098769321	
61	71	1959	0.005	0.448524542555896	0.5	140	500	0.135790123878336	TRUE	TRUE	563.510000000009	0.935365315520573	
48	58	2783	0.0274873718135232	0.387826972311463	0.5	147	530	0.259632670788082	TRUE	TRUE	120.419999999998	0.935358335529844	
38	48	2966	0.005	0.695770182386054	0.76453233242084	112	500	0.222248509533401	TRUE	TRUE	462.189999999988	0.935249348491466	
3	13	3000	0.033534284964994	0.306305701171144	0.927089852687002	200	500	0.458667932371941	TRUE	TRUE	144.940000000002	0.935147372990171	
42	52	1926	0.005	0.1	1	55	781	0.187532087596843	TRUE	TRUE	247.809999999998	0.935090173712993	
11	21	1775	0.0185454763991143	0.1	0.844897922090907	200	500	0.151301123233353	TRUE	TRUE	191.130000000005	0.93506836702167	
6	16	933	0.0169398646831557	0.2603483236894	1	200	1250	0.267224882500026	TRUE	TRUE	170.539999999994	0.935016873241343	
26	36	2625	0.0138387265603277	0.278408436116011	0.664610291522772	90	500	0.253023424863211	TRUE	TRUE	188.439999999988	0.934949544047619	
50	60	3000	0.005	0.1	1	37	1028	0.150307837501925	TRUE	TRUE	378.830000000002	0.934929941686173	
8	18	1083	0.029497619691539	0.491896192187539	1	200	500	0.152934671398194	TRUE	TRUE	162.830000000002	0.934918373394846	
29	39	2555	0.0253158357254288	0.213268259669665	1	193	1259	0.201232366686335	TRUE	TRUE	114.700000000012	0.934850252562067	
27	37	1697	0.0146181806321547	0.621409325915844	1	200	500	0.222387274575003	TRUE	TRUE	189.139999999999	0.934812291880491	
0	6	2192	0.0327935818174307	0.389735399152842	0.500250575459124	123	1487		FALSE	TRUE	108.639999999999	0.93477450370045	
4	14	500	0.0326721561023627	0.248069999688929	0.5	200	500	0.360057516151847	TRUE	TRUE	123.299999999988	0.934729823359001	
10	20	3000	0.005	0.407833106894609	1	111	1001	0.108298542812942	TRUE	TRUE	521.169999999998	0.934717315280808	
68	78	1785	0.0356377824037946	0.22047498385071	0.942031730863141	81	906	0.181292503313351	TRUE	TRUE	86.6900000000023	0.934683416426708	
25	35	1075	0.0216703039608952	0.466822484074286	0.5	200	500	0.260461231856266	TRUE	TRUE	172.259999999995	0.934655915211574	
40	50	2855	0.0383179894516139	0.290151545909944	0.665244433219115	54	1170	0.209335795504871	TRUE	TRUE	71.5099999999948	0.934615901874089	
45	55	3000	0.005	0.500697137805772	1	58	709	0.177920326887085	TRUE	TRUE	422.349999999991	0.934546034501191	
1	11	3000	0.005	0.1	0.5	200	1120	0.332343461579923	TRUE	TRUE	472.029999999999	0.934487235611868	
22	32	2419	0.0256629952157263	0.748906148727393	1	200	500	0.346055852773756	TRUE	TRUE	130	0.93443909961684	
34	44	1768	0.005	0.455458157890805	0.5	107	806	0.312722265591791	TRUE	TRUE	366.659999999989	0.934434206925111	
0	8	1482	0.0202970436156693	0.479754099515	0.667723680854897	33	1107		FALSE	TRUE	176.029999999999	0.934407722216393	
5	15	3000	0.0296211324936811	0.297851798799129	0.5	40	500	0.310684674016178	TRUE	TRUE	90.7199999999866	0.934401006734553	
33	43	2214	0.005	0.182523586682117	0.5	150	1014	0.394479295339878	TRUE	TRUE	326.800000000003	0.934374301832978	
18	28	2084	0.00931013237444271	0.410629974352505	0.619409605134398	200	1258	0.334800721916708	TRUE	TRUE	297.360000000001	0.934359605840264	
58	68	3000	0.0463425545772932	0.1	1	61	756	0.101847386837875	TRUE	TRUE	74.0400000000082	0.934226106295077	
65	75	2440	0.0288314744318165	0.1	0.62377645813963	141	500	0.162320322858738	TRUE	TRUE	158.360000000001	0.934205081237757	
55	65	3000	0.005	0.1	0.700746489350687	111	1697	0.113100931430521	TRUE	TRUE	345.909999999989	0.933853611181046	
23	33	1048	0.0316714103106289	0.161902687743649	0.648978367569305	200	1423	0.278657374321496	TRUE	TRUE	70.1899999999878	0.93367164909324	
39	49	3000	0.0717624131570346	0.212930166738056	0.5	148	500	0.208986547465843	TRUE	TRUE	58.9900000000052	0.933601569140282	
52	62	500	0.0692938930743439	0.231550776987119	1	200	1010	0.125115677338584	TRUE	TRUE	57.2200000000012	0.933592454196832	
44	54	1639	0.005	0.322130526608492	1	68	1374	0.183709738228149	TRUE	TRUE	227.130000000005	0.933582085648362	
59	69	2148	0.005	0.1	0.5	44	1240	0.09971147471562	TRUE	TRUE	286.520000000004	0.933404944891926	
17	27	1097	0.0873007713381215	0.140869938321741	0.5	200	500	0.505668497110869	TRUE	TRUE	61.5	0.932813716940601	
56	66	3000	0.005	0.906759881928182	0.5	124	1526	0.103817994601643	TRUE	TRUE	388.279999999999	0.932685356469933	
0	1	541	0.0932629368241622	0.275031237398856	0.708901201258751	184	1668		FALSE	TRUE	41.7400000000052	0.932560404616919	
0	5	2332	0.0688971687122507	0.943007639547714	0.930384864686069	157	660		FALSE	TRUE	52.9500000000116	0.932497918197132	
0	7	1811	0.0503084840653848	0.150031044377586	0.580820293051801	29	2093		FALSE	TRUE	64.9799999999959	0.932493766747374	
24	34	1429	0.005	0.375144377567178	1	200	1522	0.353792402496284	TRUE	TRUE	197.410000000004	0.932253020630371	
43	53	1844	0.1	0.14839312618508	0.645681035849224	47	865	0.194009760844874	TRUE	TRUE	26.5599999999977	0.932197595119073	
0	9	1651	0.0419241600467882	0.877681087890562	0.838751942375769	50	2304		FALSE	TRUE	74.109999999986	0.931846832259118	
32	42	2567	0.005	0.230245883516362	0.5	10	500	0.362707185770829	TRUE	TRUE	182.280000000013	0.931290291500217	
0	3	2993	0.0765079481420464	0.58893709574568	0.864690736612695	86	2719		FALSE	TRUE	58.7799999999988	0.931064069320653	
0	4	1146	0.0543578075741939	0.645383234426778	0.771152685617506	129	3290		FALSE	TRUE	60.5	0.931016693226445	
16	26	2083	0.00956103763865398	0.287273778653451	0.558871431171969	200	4000	0.339748665088778	TRUE	TRUE	199.970000000001	0.931004101527879	
0	2	2520	0.087001598322725	0.359905672746333	0.967912710545548	167	3818		FALSE	TRUE	53.0500000000029	0.930510016093139	
2	12	500	0.00935713527720396	1	0.5	200	1310	0.308998235926209	TRUE	TRUE	80.8000000000029	0.93021898185191	
31	41	1920	0.005	0.878755456811068	0.5	10	500	0.442657173095723	TRUE	TRUE	107.589999999997	0.929763965508408	
0	10	860	0.0107209042083584	0.793186479216159	0.628839588269739	86	3552		FALSE	TRUE	76.8000000000029	0.928964817747855	
15	25	500	0.005	0.304475071548136	1	154	500	0.0721551776030325	TRUE	TRUE	169.239999999991	0.928526024198034	
